sender_id,receiver_id,distance_m,delivery_cnt,pdr,100pct,any_del
5,41,282.064,300,1.0,True,True
5,42,77.475,300,1.0,True,True
5,43,167.636,300,1.0,True,True
5,44,534.938,289,0.96333,False,True
5,45,418.344,298,0.99333,False,True
5,46,535.05,291,0.97,False,True
5,47,438.384,298,0.99333,False,True
5,48,310.642,300,1.0,True,True
5,49,210.764,300,1.0,True,True
5,50,316.109,300,1.0,True,True
5,51,602.684,263,0.87667,False,True
5,52,347.523,298,0.99333,False,True
5,53,299.112,300,1.0,True,True
5,54,401.567,297,0.99,False,True
5,55,239.19,300,1.0,True,True
5,56,279.414,300,1.0,True,True
5,57,264.125,300,1.0,True,True
5,58,508.701,292,0.97333,False,True
5,59,82.876,300,1.0,True,True
5,60,435.059,296,0.98667,False,True
5,61,413.019,298,0.99333,False,True
5,62,238.527,300,1.0,True,True
5,63,445.786,297,0.99,False,True
5,64,429.519,298,0.99333,False,True
5,65,346.256,300,1.0,True,True
5,66,527.706,290,0.96667,False,True
5,67,490.436,295,0.98333,False,True
5,68,453.041,295,0.98333,False,True
5,69,391.62,300,1.0,True,True
5,70,523.485,283,0.94333,False,True
5,71,425.371,297,0.99,False,True
5,72,277.197,300,1.0,True,True
5,73,361.197,296,0.98667,False,True
5,74,422.136,294,0.98,False,True
5,75,493.527,295,0.98333,False,True
5,76,364.395,300,1.0,True,True
5,77,491.865,289,0.96333,False,True
5,78,469.254,295,0.98333,False,True
5,79,340.491,300,1.0,True,True
5,80,410.816,299,0.99667,False,True
5,81,198.701,300,1.0,True,True
5,82,278.348,300,1.0,True,True
5,83,294.077,299,0.99667,False,True
5,84,453.205,299,0.99667,False,True
5,85,474.82,291,0.97,False,True
5,86,465.95,296,0.98667,False,True
5,87,408.062,300,1.0,True,True
5,88,468.17,294,0.98,False,True
5,89,176.725,300,1.0,True,True
5,90,271.367,300,1.0,True,True
5,91,439.943,296,0.98667,False,True
5,92,599.528,275,0.91667,False,True
5,93,507.437,285,0.95,False,True
5,94,333.505,300,1.0,True,True
5,95,318.598,300,1.0,True,True
5,96,149.232,300,1.0,True,True
5,97,556.077,277,0.92333,False,True
5,98,262.572,300,1.0,True,True
5,99,645.213,257,0.85667,False,True
6,0,196.228,300,1.0,True,True
6,1,413.322,298,0.99333,False,True
6,2,448.576,295,0.98333,False,True
6,3,514.362,290,0.96667,False,True
6,4,417.742,298,0.99333,False,True
6,5,226.483,300,1.0,True,True
6,7,509.635,290,0.96667,False,True
6,8,513.805,288,0.96,False,True
6,9,293.454,300,1.0,True,True
6,10,254.613,300,1.0,True,True
6,11,668.668,247,0.82333,False,True
6,12,563.431,284,0.94667,False,True
6,13,210.24,300,1.0,True,True
6,14,343.959,299,0.99667,False,True
6,15,347.67,299,0.99667,False,True
6,16,588.61,272,0.90667,False,True
6,17,208.621,300,1.0,True,True
6,18,583.37,281,0.93667,False,True
6,19,458.186,296,0.98667,False,True
6,20,296.946,300,1.0,True,True
6,21,635.88,262,0.87333,False,True
6,22,123.529,300,1.0,True,True
6,23,353.406,300,1.0,True,True
6,24,537.232,281,0.93667,False,True
6,25,526.257,286,0.95333,False,True
6,26,332.52,300,1.0,True,True
6,27,257.156,300,1.0,True,True
6,28,433.367,294,0.98,False,True
6,29,448.271,297,0.99,False,True
6,30,737.606,228,0.76,False,True
6,31,164.539,300,1.0,True,True
6,32,282.634,300,1.0,True,True
6,33,207.755,300,1.0,True,True
6,34,207.789,300,1.0,True,True
6,35,489.857,286,0.95333,False,True
6,36,582.047,272,0.90667,False,True
6,37,202.757,300,1.0,True,True
6,38,417.307,297,0.99,False,True
6,39,259.505,300,1.0,True,True
6,40,533.8,288,0.96,False,True
6,41,79.495,300,1.0,True,True
6,42,287.751,300,1.0,True,True
6,43,60.304,300,1.0,True,True
6,44,729.366,225,0.75,False,True
6,45,212.135,300,1.0,True,True
6,46,677.162,245,0.81667,False,True
6,47,494.273,295,0.98333,False,True
6,48,468.806,292,0.97333,False,True
6,49,425.499,298,0.99333,False,True
6,50,519.704,291,0.97,False,True
6,51,428.163,296,0.98667,False,True
6,52,366.017,300,1.0,True,True
6,53,435.516,296,0.98667,False,True
6,54,446.357,295,0.98333,False,True
6,55,312.748,299,0.99667,False,True
6,56,411.198,296,0.98667,False,True
6,57,419.573,297,0.99,False,True
6,58,392.664,298,0.99333,False,True
6,59,194.787,300,1.0,True,True
6,60,571.265,280,0.93333,False,True
6,61,587.626,279,0.93,False,True
6,62,425.862,299,0.99667,False,True
6,63,321.911,300,1.0,True,True
6,64,292.553,300,1.0,True,True
6,65,515.35,292,0.97333,False,True
6,66,686.919,248,0.82667,False,True
6,67,270.958,300,1.0,True,True
6,68,247.027,300,1.0,True,True
6,69,280.884,300,1.0,True,True
6,70,440.138,295,0.98333,False,True
6,71,632.24,261,0.87,False,True
6,72,498.303,296,0.98667,False,True
6,73,526.017,295,0.98333,False,True
6,74,560.422,278,0.92667,False,True
6,75,342.914,300,1.0,True,True
6,76,219.526,300,1.0,True,True
6,77,696.98,237,0.79,False,True
6,78,574.797,273,0.91,False,True
6,79,552.834,286,0.95333,False,True
6,80,412.69,298,0.99333,False,True
6,81,385.533,300,1.0,True,True
6,82,193.798,300,1.0,True,True
6,83,500.632,289,0.96333,False,True
6,84,333.259,300,1.0,True,True
6,85,255.478,299,0.99667,False,True
6,86,284.717,300,1.0,True,True
6,87,557.56,276,0.92,False,True
6,88,331.907,299,0.99667,False,True
6,89,99.368,300,1.0,True,True
6,90,492.523,292,0.97333,False,True
6,91,603.876,273,0.91,False,True
6,92,777.708,207,0.69,False,True
6,93,513.487,287,0.95667,False,True
6,94,456.217,298,0.99333,False,True
6,95,543.927,277,0.92333,False,True
6,96,85.619,300,1.0,True,True
6,97,696.84,237,0.79,False,True
6,98,485.912,287,0.95667,False,True
6,99,547.119,280,0.93333,False,True
7,0,467.183,293,0.97667,False,True
7,1,420.529,294,0.98,False,True
7,2,359.634,299,0.99667,False,True
7,3,38.971,300,1.0,True,True
7,4,240.793,300,1.0,True,True
7,5,333.269,300,1.0,True,True
7,6,509.635,293,0.97667,False,True
7,8,513.172,293,0.97667,False,True
7,9,272.783,300,1.0,True,True
7,10,257.993,299,0.99667,False,True
7,11,229.824,300,1.0,True,True
7,12,163.324,300,1.0,True,True
7,13,614.582,270,0.9,False,True
7,14,698.907,235,0.78333,False,True
7,15,575.768,283,0.94333,False,True
7,16,698.134,251,0.83667,False,True
7,17,703.447,251,0.83667,False,True
7,18,216.029,300,1.0,True,True
7,19,168.801,300,1.0,True,True
7,20,752.428,212,0.70667,False,True
7,21,343.313,299,0.99667,False,True
7,22,562.973,281,0.93667,False,True
7,23,426.437,293,0.97667,False,True
7,24,287.023,300,1.0,True,True
7,25,415.747,298,0.99333,False,True
7,26,193.081,300,1.0,True,True
7,27,254.153,300,1.0,True,True
7,28,123.153,300,1.0,True,True
7,29,311.608,300,1.0,True,True
7,30,231.137,300,1.0,True,True
7,31,347.229,298,0.99333,False,True
7,32,719.902,242,0.80667,False,True
7,33,712.485,235,0.78333,False,True
7,34,686.935,252,0.84,False,True
7,35,471.475,293,0.97667,False,True
7,36,521.052,289,0.96333,False,True
7,37,364.559,300,1.0,True,True
7,38,630.799,262,0.87333,False,True
7,39,557.865,283,0.94333,False,True
7,40,497.593,292,0.97333,False,True
7,41,583.888,275,0.91667,False,True
7,42,346.37,300,1.0,True,True
7,43,453.102,295,0.98333,False,True
7,44,223.914,300,1.0,True,True
7,45,721.197,231,0.77,False,True
7,46,215.346,300,1.0,True,True
7,47,725.092,215,0.71667,False,True
7,48,57.349,300,1.0,True,True
7,49,350.2,299,0.99667,False,True
7,50,433.512,296,0.98667,False,True
7,51,925.725,135,0.45,False,True
7,52,663.139,256,0.85333,False,True
7,53,109.686,300,1.0,True,True
7,54,699.255,228,0.76,False,True
